04.12.41.651406 PL302 login 
04.12.54.038148 PL302 words 1 
04.12.55.661481 PL302 words 2 
04.12.56.503795 PL302 words 1 
04.12.58.072989 PL302 words 1 
04.12.59.252373 PL302 words 2 
04.13.00.622627 PL302 words 1 
04.13.01.700888 PL302 words 2 
04.13.03.051456 PL302 words 2 
04.13.05.777583 PL302 words 1 
04.13.06.994819 PL302 words 2 
04.13.09.043378 PL302 words 1 
04.13.17.131707 PL302 words 1 
04.13.18.045227 PL302 words 2 
04.13.19.894874 PL302 words 1 
04.13.23.491748 PL302 words 2 
04.13.24.499896 PL302 words 2 
04.13.25.865745 PL302 words 2 
04.13.27.166389 PL302 words 2 
04.13.28.105948 PL302 words 2 
04.13.28.972631 PL302 words 1 
04.13.29.811588 PL302 words 1 
04.13.31.304218 PL302 words 1 
04.13.32.366828 PL302 words 1 
04.13.35.817074 PL302 words 1 
04.13.36.543717 PL302 words 1 
04.13.37.552464 PL302 words 2 
04.13.38.271029 PL302 words 2 
04.13.39.011562 PL302 words 1 
04.13.44.563934 PL302 words 2 
04.13.45.282754 PL302 words 1 
04.13.46.109346 PL302 words 2 
04.13.47.258069 PL302 words 2 
04.13.48.477191 PL302 words 2 
04.13.48.975352 PL302 words 1 
04.13.50.327373 PL302 words 1 
04.13.51.178644 PL302 words 1 
04.13.53.403643 PL302 words 2 
04.13.54.705960 PL302 words 1 
04.14.00.608232 PL302 words 2 
04.14.01.405194 PL302 words 2 
04.14.03.350036 PL302 words 2 
04.14.04.046399 PL302 words 2 
04.14.05.069889 PL302 words 2 
04.14.06.388323 PL302 words 1 
04.14.09.197847 PL302 words 1 
04.14.10.587158 PL302 words 1 
04.14.14.068740 PL302 words 1 
04.14.15.348659 PL302 words 1 
04.14.16.177259 PL302 words 1 
04.14.16.840316 PL302 words 2 
04.14.19.024503 PL302 words 2 
04.14.21.905376 PL302 words 1 
04.14.24.794713 PL302 words 2 
04.20.34.244657 PL302 words 1 
04.20.36.025595 PL302 words 2 
